id,syllabus_name,question_type,question,answer,answer_span_1,answer_span_2,answer_span_3,answer_span_4,answer_span_5,reasoning_step_1,reasoning_step_2,reasoning_step_3,reasoning_step_4,reasoning_step_5
tdngiOoJMzJ7Zys7,PH224_Syllabus_Spring23,multi reasoning,"If I fail more than 1 quiz, can I still obtain an A in the course?","There are 9 quizzes and all of the quizzes cumulatively account for 20% of your grade.  Failing only 1 quiz would not prevent you from obtaining an A.  Also, the lowest quiz score will be dropped at the end of the course and there are 2 bonus quizzes given throughout the semester that can replace that dropped grade.",,,,,,There are 9 quizzes listed in the syllabus.,There are 2 bonus review quizzes listed in the syllabus.,"The following rubric will be used to determine final grades in this course:
A 93-100 B 83-86.99 C 73-76.99 D 63-66.99
A- 90-92.99 B- 80-82.99 C- 70-72.99 D- 60-62.99
B+ 87-89.99 C+ 77-79.99 D+ 67-69.99 F &lt;60","Final course grades will be calculated as follows:
Participation 20%
Quizzes 20%
Problem sets 30%
Midterm exam 15%
Final exam 15%","Quizzes based on assigned readings and material covered in class will be administered via
Moodle regularly during the semester. Because quiz answers are available once the quiz closes, late
quiz submissions will not be accepted. The lowest quiz grade will be dropped, and bonus quizzes are
available to replace lower quiz grades. "
4z8TfPrckMWUbT8h,JOURNAL 310 (International Journalism) Syllabus - 2022 Spring,yes/no,Does this class have group projects in it?,Yes,"Just under half of your grade in this class will be derived from group assignments
(the Course Project).",,,,,,,,,
Ke2azaSTpk3pj7f1,GEOG468668syllabusGIS_2023,single reasoning,Can ArcGIS Pro be installed directly on a Mac?,"No, ArcGIS Pro cannot be installed directly on a Mac.",,,,,,A windows computer is required to install ArcGIS Pro which would rule out macs.,,,,
DzqtBzKFE135w5Up,Syllabus_BIOLOGY497G_BIOLOGY697G_FA22,yes/no,Will I have to pay to access online course materials?,No,"""Course Materials: Other course materials will be available freely on line and include primary research articles, scientific reviews, tutorials, videos, podcasts, Ted Talks, newspaper articles and other materials""",,,,,,,,,
dYr7NmgtFo6MR6O8,syllabus-RESEC213-2023spring-yp,single factual,What date will the first midterm be on?,The first midterm will be on March 8th.,"Midterm 1 March 8, tentatively 4:00p-6:00p",,,,,,,,,
qJ6DX9WjCUfrmr6y,ResEcon-213-Fall-2022,yes/no,Is discussion required?,Yes,"Discussion Sessions: you are each registered for a discussion session on Fridays. Attendance and
constructive participation in your enrolled session is required and will account for 3% of your final grade",,,,,,,,,
MpfFJY7jGIxrP2dk,Syllabus-549,no answer,Do I need to have my own computer for this class or is the computer supplied for the course?,No/insufficient information,,,,,,,,,,
P5imRTh5swAaAhdp,ResEcon-213-Fall-2022,multi reasoning,What is the latest that an alternative exam time can be requested for the first mid-term exam?,The latest an alternative exam time can be requested for the first mid-term is October 17 at 7:00pm.,,,,,,The first midterm starts on October 19 at 7:00 pm.,Alternative exam times can be requested up to 48 hours before an exam.,48 hours before October 19 at 7pm would be October 17 at 7pm.,,
R2RqSEkiztftkih2,Nutr_130H_Syllabus_2021Fall,single reasoning,"If at the end of the course I get a score of 79%, what grade range am I in?",my final grade will be C+,,,,,,"B+ 87% C+ 77% D+ 67% F &lt;60%
A 93% B 83% C 73% D 63%
A- 90% B- 80% C- 70% D- 60%",,,,
QC0F1Hu7O0c9nFl1,Spring 2022 SCH-MGMT 697DS Data Science for Business Syllabus,multi reasoning,Can I let the instructor know about being late on a task or work and still get the full grade for that task or work?,"Not all the time, You can only submit assignments 1-2 days late if you let the instructor know in advance and if the assignment is not done before the exam for those assignments that have a deadline before an exam due date. ",,,,,,"Any work submitted after its deadline will automatically be given a grade of zero unless
there has been communication between the student and instructor.","Reasonable extensions
of 1-2 days will nearly always be granted if arranged in advance","Assignments with deadlines
prior to an exam will not be accepted after the exam due date under any circumstances",,
ifib0S7yQzIb30Ot,PH224_Syllabus_Spring23,multi factual,What are we doing during the second week of class?,"During week two, we will be discussing morbidity and mortality, and we will be doing an overview of infectious disease epidemiology. The readings of Foundations of Epi: Chapters 2 & 3 and ERIC Notebook: Person time are due. On Thursday, an in-class infectious disease quiz will be held.","Week 2:
2/14 to 2/20
• Morbidity and mortality",• Overview of infectious disease epidemiology,"• Thurs, 2/16: In-class infectious disease quiz","Readings Due
Foundations of Epi: Chapters 2 & 3",ERIC Notebook: Person time,,,,,
CMvpds0kX7T8Bx5t,Syllabus-549,no answer,When is the website URL for the course materials?,No/insufficient information,,,,,,,,,,
gGgucFCrnebh8cSC,1. Syllabus 2023,no answer,Are there any mathematics prerequisites for the class? ,No/insufficient information,,,,,,,,,,
oB51SPkr8uw74Ahg,Syllabus-549,summarization,Can you please provide the class schedule?,"Class is held every Tuesday and Thursday from 2:30 to 3:45 PM. Additionally, office hours are provided from 1:00 - 2:00 PM on Tuesdays to Thursday in Marston Hall.","Midterm exam date on TBD

","Office Hours:
Tuesday and Thursday 1pm-2pm (234A Marston Hall) 
","Lectures, TT 2:30pm-3:45pm
",,,,,,,
Nl1L0dd3dl2aijQP,ResEcon-213-Fall-2022,single reasoning,Does the professor prefer questions be askde via email?,No,,,,,,The syllabus states that the professor is to be contacted via email only after other conditions have been considered and the best way to contact them is after class.,,,,
4YWYWn3oXE49pSb9,Syllabus_Grounding_S_2023,summarization,What do presentations entail?,"Graduate students will pick a topic they want to cover, and also pick the relevant readings for everyone to read. Presentations should be at least 30 minutes long and not longer than half the class. They should be fairly loose in nature, focusing on questions about the topic, or relevant issues rather than just telling us what the topic is about. ","Each graduate student will lead discussion in one of the classes on one of
the topics we discuss","These
discussions can be anywhere from 30 minutes to half the class","You can choose one of two things to present on. First, you can choose
to present on that week’s topic. Second, you can instead choose to discuss a
particular proposed use of grounding.","These will not be presentations on a particular paper. Nor are you expected to provide some authoritative discussion of the topic. Rather, these
presentations will be more of a exploratory nature, and will consist of attempts to skim and get a feel for some bit of the literature on this topic, and
try to discuss some of the relevant issues, and questions you have regarding
this topic.","part of your job will be to let me know
what readings you’d like to assign/omit. (Some possible readings for some of
the subjects are described below. But you’re encouraged to suggest cutting
readings or parts of readings that aren’t relevant to what you want to discuss,
as well as adding readings or sections of readings that you want to go over",,,,,
GW4HAGJof69VaJeF,advanced_system_software_design_redacted,yes/no,Is there a text book required for this course?,Yes,"Recommended Text Books
OSTEP: http://pages.cs.wisc.edu/∼remzi/OSTEP/",,,,,,,,,
tf4UCbcae4JE0sHK,Syllabus-549,multi factual,What days and at what times are the classes held?,The classes are held on Tuesdays and Thursdays between 2:30 and 3:45pm.,Tuesday and Thursday,2:30 - 3:45 pm,,,,,,,,
KFFirijRcmhUK11A,Syllabus_209H_230301,single factual,What will be the class agenda for February 28th?,The primary topic for February 28th is scheduled to be brainstorming project ideas.,2/28 Brainstorming project ideas,,,,,,,,,
tltd1XoUbR5uPmw7,FIN 408 Syllabus updated v2,multi reasoning,Can I get an A if I don't participate in class?,"Yes, since Class participation (individual) is only 10%, and an A- (90-92)falls within that range, you can still get an A and not participate in class discussions.",,,,,,"For the class to be a success, I need your active participation. You are strongly encouraged to
ask questions as we proceed through the material. Your class participation score will be
based on my evaluation of your level of participation in-class activities and discussions. ",Class participation (individual) 10%,,,
sajNvTnZfoU3SgMY,2023_Chem122_syllabus,multi reasoning,"What are the many forms of owl electronic homework systems in the class?

","In this class, there are two types of homework: problem sets for each chapter, which practice applying concepts and are great for examinations, and On-Line Web-based Learning (OWL) for each chapter. These challenging tasks require connecting dots and critical thinking, and have deadlines Thursday and Sunday night with a 24-hour grace period. Working with others is encouraged. Both types of homework are essential for effective learning and end-of-semester grading.",,,,,,There are two types of homework in this class.,A) Problem sets are assigned for each chapter.,"Those include questions that will help you apply the concepts to problem, and are great practice for examinations.",B) On-line Web-based Learning (OWL) are assigned for each chapter. Working with others is highly encouraged. ,"The OWL deadline will be Thursday and Sunday night, with a 24-hour grace period; these deadlines will all be increased by 24 hours for end-of-semester grading."
W2FlWA4DSOzv1MqA,Syllabus_209H_230301,yes/no,Will there be any class presentations required?,Yes,"Class meetings will be a mix of lecture, discussion, debate, and student presentations. ",,,,,,,,,
hICeEe8O3QgkCzVp,ResEcon-213-Fall-2022,single reasoning,"If I have a question for the TA on Friday, can I expect a response during the weekend?",No. You can generally expect a response on Monday or Tuesday.,,,,,,"It is stated that the TA will answer emails within 2 business days, which does not include Saturday or Sunday.",,,,
